block_off	str_off	speaker	text	english
0x3c0f3	0x20e	レイナ	えっと。\n魔力を送って・・・光りの柱の中に入るのね。	{REINA}\nLet's see. Feed in the magic...\nthen step into the pillar of light.
0x3c0f3	0x349	レイナ	ここは、中央管制室の２階よ。\n１階に降りる？	{REINA}\nThis is the 2nd floor of the central\ncontrol room. Go down to floor 1?
0x3c0f3	0x37a		・行く。\n・行かない。	・Go.\n・Don't go.
0x3c0f3	0x3e4	レイナ	ここは、塔の３階ね。\n下の階に降りる？	{REINA}\nThis is the 3rd floor of the tower.\nGo down to the floor below?
0x3c0f3	0x40f		・行く。\n・行かない。	・Go.\n・Don't go.
0x3c0f3	0x47a	レイナ	今いるのは、塔の２階よ。\n下の階に降りるの？	{REINA}\nWe're on the 2nd floor of the tower.\nGo down to the floor below?
0x3c0f3	0x4a9		・行く。\n・行かない。	・Go.\n・Don't.
0x3c0f3	0x528	レイナ	クーレイアの都市部に戻れるわよ。\n戻るの？	{REINA}\nWe can head back to the city\nof {KULEIA}. Want to go back?
0x3c0f3	0x54e		・行く。\n・行かない。	・Go.\n・Don't.
0x3c0f3	0x596	レイナ	クーレイアの塔に行けるわよ。\nどうするの？	{REINA}\nWe can reach the tower of\n{KULEIA}. What'll we do?
0x3c0f3	0x5bd		・行く。\n・行かない。	・Go.\n・Don't.
0x3c41f	0x24	レイナ	西の管制室の２階に通じているわ。\n上の階に行く？	{REINA}\nThis leads to the 2nd floor of the\nwest control room.\nGo up?
0x3c41f	0x5c		・行く。\n・行かない。	・Go up.\n・Stay here.
0x3c41f	0x169	レイナ	ここは、中央管制室って所ね。\n２階に行ってみる？	{REINA}\nThis is the central control room.\nGo to the 2nd floor?
0x3c41f	0x19c		・行く。\n・行かない。	・Go up.\n・Stay here.
0x3c41f	0x206	レイナ	塔の２階に通じているわよ。\n上の階に行ってみる？	{REINA}\nThis leads to the 2nd floor of the\ntower. Go up?
0x3c41f	0x237		・行く。\n・行かない。	・Go up.\n・Stay here.
0x3c41f	0x2a2	レイナ	ここは３階に通じているのね。\n行ってみる？	{REINA}\nThis leads to the 3rd floor.\nGo up?
0x3c41f	0x2c9		・行く。\n・行かない。	・Go up.\n・Stay here.
0x3c41f	0x323	亡霊	ここは、補助管制室だよ。\n大事な物がいっぱいあるから、やたらに魔力を送り込まないでね。	{GHOST}\nThis is the auxiliary control room.\nIt's full of important things, so\ndon't go pouring magic in carelessly.
0x3c41f	0x36a	亡霊	ここでは、快適な生活をおくるための温度調節や湿度調節を制御してるんだ。\nちゃんと、季節感も考えてあるんだよ。	{GHOST}\nWe control the temperature and the\nhumidity here, for comfortable\nliving. We even account for the\nfeel of the seasons.
0x3c41f	0x3bd	亡霊	中央管制室に行ってみなさい。\nクーレイア全ての環境を制御しているわ。	{GHOST}\nGo to the central control room.\nIt manages all of {KULEIA}'s\nenvironment.
0x3c41f	0x3f3	亡霊	もうすぐ昼休みね。\n今日のお昼御飯は、何にしようかなぁ。	{GHOST}\nLunch break is almost here.\nWhat should I have today, I wonder?
0x3c41f	0x422	亡霊	ここは、中央管制室よ。\n都市の転移とか、全ての制御をしているわ。今いるのは、辺境のタリアトフね。	This is the central control room.\nWe manage everything here, even\nthe cities' relocation. Right now\nwe're over remote {TALIATOV}.
0x3c41f	0x473	亡霊	クーレイアの動力源は、太陽と月よ。\n太陽と月からの魔力を使った永久機関で、数年の魔力の蓄積で都市ごと移動出来るの。	{KULEIA} draws its power from the\nsun and moon. A perpetual engine\nfeeds on their magic, and after a\nfew years' store, the whole city\ncan move at once.
0x3c41f	0x4e6	ファーニス	凄い設備だね。\nでも、こんな強い魔力を持っていると、逆に恐くない？	{FURNIS}\nIncredible machines. But holding\nmagic this strong... doesn't it\nscare you a little?
0x3c41f	0x523	亡霊	そうだね。\n強い力というモノは、兵器にもなれば人を助ける事も出来る。\n使う者次第だね。\n亡霊\nでも安心していいよ。\nクーレイアの女王は優しいカーム様だから、この力は平和のために使われるんだ。	True. Great power can be a weapon,\nor it can save lives. It all\ndepends on who wields it.\p{GHOST}\nBut rest easy. {KULEIA}'s queen\nis kind {CALM}, so this power is\nused for peace.
0x3c41f	0x5a8	亡霊	今日は、神の召喚実験とか言ってたな。\nこれだけの魔導技術があるのだから、神の力など必要ないと思うのだが・・・。	They spoke of an experiment to\nsummon a god today. With magic\nthis advanced, I'd think we have\nno need of a god's power...
0x3c41f	0x60e	亡霊	召喚実験は、始まったかしら？\nカーム様は、実験に反対していたみたいだけど、神様が見れるなんて素敵よねぇ。	Has the summoning begun yet?\n{CALM} seemed against it, but to\nsee a god... how wonderful.
0x3c41f	0x660	亡霊	もう少ししたら、休憩を取りましょう。\n今日の御飯は、何にしようかなぁ。	Let's take a break before long.\nWhat shall I have for lunch\ntoday, I wonder.
0x3c41f	0x697	亡霊	今度は、星の世界に行ってみたいな。\n神界の力が自由に使える様になったら、それも可能かなぁ。	Next I'd like to visit the world\nof the stars. If we could freely\nwield the divine realm's power,\nmaybe even that is possible.
0x3c41f	0x6df	亡霊	賢者様って凄いよなぁ。\n普通、神界から神を召喚するなんて、恐くて考え付かないもんなぁ。	The sages truly are amazing.\nNormally no one would dare even\nthink of summoning a god from\nthe divine realm.
0x3c41f	0x72f	亡霊	何か、外の方が騒がしいわねぇ。\nもしかしたら、神様が召喚されたのかしら？	It's gotten noisy outside.\nCould the god have been\nsummoned already?
0x3c41f	0x76b	亡霊	仕事が終ったら、神様の姿でも見に行こうかしら。\nどんな姿か、楽しみだわ。	When my work is done, perhaps\nI'll go see this god. I can't\nwait to behold its form.
0x3c905	0xb9	ウォーリック	へぇぇぇぇぇっ。\nここがクーレイアかぁ。\n何か、不思議な感じがする所だな。	{WARRICK}\nWhoooaaa.\nSo this is {KULEIA}, huh.\nThere's a strange feeling to this\nplace.
0x3c905	0xfd	レイナ	それにしても、凄い魔導技術だわ。\nカベに埋め込まれた管で、温度調節や湿度調節もしてるみたい。\nレイナ\n天候をも左右する力。\n人間が持てる力に、限界ってないのかしら？	{REINA}\nWhat incredible magic tech.\nPipes set into the walls control\nthe heat and humidity.\np{REINA}\nPower to sway even the weather.\nIs there no limit to what\nhumans can wield?
0x3c905	0x192	ファーニス	エルフの族長から、ここの話を聞いた事があるの。\nファーニス\n人間の持てる力に、限界があったからクーレイアは滅びた。\n一時とはいえ、神と肩を並べた代償だって。	{FURNIS}\nThe elf chief once told me\nof this place.\np{FURNIS}\n{KULEIA} fell because there was\na limit to human power.\nThe price for standing beside\nthe gods, even for a moment.
0x3c905	0x20c	ライド	代償にしちゃ、ちとデカかったな。\n・・・さぁ。\n古代の魔導文明を、見学と行こうぜ。	{RIDE}\nQuite the price to pay.\n...Come on.\nLet's go tour this ancient\nmagic civilization.
0x3c905	0x269	ファーニス	・・・・・んん？\nここに何か、はさまってるよ。\nひっこ抜いてみようか？	{FURNIS}\n{...}..Hmm?\nSomething's wedged in here.\nShould I try yanking it out?
0x3c905	0x2b3		銀のプレートを手に入れた。	Got a silver plate.
0x3c905	0x2e1	レイナ	何のプレートかしら？\nよくわからないけど、危険な物ではなさそうね。\nもらっておきましょう。	{REINA}\nWhat kind of plate is it?\nNot sure, but it doesn't\nseem dangerous.\nLet's hold on to it.
0x3c905	0x333	亡霊	いやぁぁぁぁぁっ。\n君達は好運だよ。\nちょうど今日、八賢者様が神界との通路を開くんだ。	{GHOST}\nWelcooome.\nYou're in luck.\nThis very day, the {EIGHT SAGES}\nopen the path to the divine realm.
0x3c905	0x387	ファーニス	おっちゃん・・・亡霊！？	{FURNIS}\nMister... a {GHOST}!?
0x3c905	0x3aa	亡霊	何、言ってんだい？\nクーレイアには、勇敢な騎士団がいるんだから、亡霊なんかいないよ。	{GHOST}\nWhat are you talking about?\n{KULEIA} has a brave order of\nknights, so there are no ghosts.
0x3c905	0x3de	亡霊	神って、どんな姿してんのかなぁ。\n楽しみだぜ。	{GHOST}\nI wonder what the gods look like.\nI can't wait.
0x3c905	0x407	亡霊	さっさと掃除をすませて、お昼御飯の支度をしなくちゃ。\n子供達が、お腹を空かせて帰って来る頃ね。	{GHOST}\nI'd best finish cleaning and\nget lunch ready.\nThe children will be home soon,\nhungry as can be.
0x3c905	0x44d	亡霊	今日もクーレイアは平和だわ。\nこの幸せが、永遠に続きますように・・・。	Kuleia is at peace today as well.\nMay this happiness last\nforever...
0x3c905	0x483	亡霊	裏の家で、魔導レールのチケットを製造してるよ。\nチケットは上級魔導士しか持てない規則だけど、内緒でもらえるんだ。	They make magic rail tickets in the\nhouse out back.\nOnly high mages are allowed them,\nbut I can slip you one in secret.
0x3c905	0x4df	亡霊	今日は久しぶりに、子供達と遊んでやろうかな。\n・・・んんっ！？\n外で、騎士達が騒いでいるみたいだ。	Maybe today I'll play with the\nchildren for once.\n...Hmm!?\nThe knights outside seem to be\nin an uproar.
0x3c905	0x52a	亡霊	子供達は、表の広場で遊んでいるよ。\n今日はいい天気だし、私も散歩でも行こうかな。	The children are playing in the\nplaza out front.\nIt's a fine day. Maybe I'll go\nfor a walk myself.
0x3c905	0x569	亡霊	そろそろ召喚実験が始まる頃だ。\n子供達を連れて、見に行ってみるかなぁ。	The summoning experiment will be\nstarting soon.\nMaybe I'll take the children\nalong to watch.
0x3c905	0x5a7	亡霊	八賢者様達って、凄いわぁ。\n神界の力を使ったら、どんな世界が出来るんでしょう。	The {EIGHT SAGES} are amazing.\nWhat sort of world will they make\nwith the power of the heavens?
0x3c905	0x5e4	亡霊	・・・んん！？\n何か、外が騒がしいわね。\n騎士達が騒いでるみたいだけど、何かあったのかしら？	...Hmm!?\nIt's noisy outside.\nThe knights seem to be in an\nuproar. Did something happen?
0x3c905	0x630	亡霊	あらっ、見かけない顔ねぇ。\nちょうどよかったわ。\n今、お茶をいれるところだったのよ。\n貴方達も一緒にいかが？	Oh, a face I don't know.\nPerfect timing.\nI was just about to make tea.\nWon't you join me?
0x3c905	0x68b	ファーニス	へへっ。\nちょっと、遠慮しておきます。\nそれより、『何かおかしいなぁ』って思う事ありません？	{FURNIS}\nHeh. I'll have to pass.\nMore to the point... don't you\nfeel like something's off here?
0x3c905	0x6d3	亡霊	・・・・・？\n別にないわよ。\n近所の人達も変わらず元気だし、いたって平和よ。	.{...}.?\nNot really.\nThe neighbors are well as ever.\nIt's perfectly peaceful.
0x3c905	0x710	亡霊	そろそろ、召喚実験が始まる頃だわ。\n隣の奥さんでも誘って、見に行きましょうかねぇ。	The summoning experiment will be\nstarting soon.\nMaybe I'll invite the lady next\ndoor and go watch.
0x3c905	0x753	亡霊	あんた達、旅人だね。\nこのクーレイアに、移住権でももらいに来たのかい？	You're travelers, aren't you?\nDid you come to Kuleia to get\nresidency rights?
0x3c905	0x782	亡霊	前の家は、何でも売っている日用雑貨店だよ。\n物に困ったら、行ってみな。	The house up front is a general\nstore.\nThey sell all sorts of daily goods.\nDrop by if you need anything.
0x3cf20	0x3a		子供の声\nねぇ、お兄ちゃん達。\n・・・一緒に、遊ぼっ。	A child's voice\nHey, big brothers.\n...Let's play together.
0x3cf20	0x8e	ウォーリック	・・・誰だ！？\n誰か、いるのか。	{WARRICK}\n...Who's there!?\nIs someone there?
0x3cf20	0xd4		子供の声\nこっちだよ、こっち。\nねぇ、遊ぼうよぉ。	A child's voice\nOver here, over here.\nCome on, let's play.
0x3cf20	0x10c	ウォーリック	こっちか！？\n隠れてないで、出てこい。	{WARRICK}\nOver here!?\nStop hiding and come out.
0x3cf20	0x13a		子供の声\nお兄ちゃん達、冒険者？\n旅のお話、聞かせてよぉ。	A child's voice\nBig brothers, are you adventurers?\nTell me about your travels.
0x3cf20	0x171		子供の声\n一緒に遊ぼうよ。\nかくれんぼがいいなぁ。	A child's voice\nLet's play together.\nHide-and-seek would be fun.
0x3cf20	0x1a1		子供の声\nお兄ちゃん達、カッコいいね。どっから来たの？	A child's voice\nYou look so cool, big brothers.\nWhere did you come from?
0x3cf20	0x1cd		子供の声\nその３剣７見せて。\n僕も、剣士になりたいんだ。	A child's voice\nShow me that sword.\nI want to be a swordsman too.
0x3cf20	0x200		子供の声\n遊ぼ、遊ぼっ。\n早く、遊ぼってばぁ。	A child's voice\nPlay, let's play.\nHurry, come play with me.
0x3cf20	0x237	ライド	何か、ヤバそうだぞ。\n・・・俺、寒気がしてきた。\n逃げた方がよさそうだぜ。	{RIDE}\nSomething feels wrong.\n...I'm getting the chills.\nWe'd better run.
0x3cf20	0x287	ファーニス	気持ち悪いよ、ウォーリック。\n何か様子も変だし、早く逃げよぉ。	{FURNIS}\nThis is creepy, {WARRICK}.\nSomething's off here. Let's run,\nquick.
0x3cf20	0x2c9		子供の声\n僕達と、遊んでくれるのぉ。	A child's voice\nWill you really play with us?
0x3cf20	0x2ee		子供の声\nここは、僕達の遊び場なんだよ。	Child's Voice\nThis is our playground,\nyou know.
0x3cf20	0x316		子供の声\nねぇ、お兄ちゃん達。\n遊んでくれるのぉ？	Child's Voice\nHey, big brothers.\nWill you play with us?
0x3cf20	0x340		子供の声\n返事してよ、お兄ちゃん。	Child's Voice\nAnswer me, big brother.
0x3cf20	0x360		子供の声\nねぇ、遊ぼうよ。\n返事してぇ。	Child's Voice\nHey, let's play.\nAnswer me.
0x3cf20	0x389		子供の声\n返事してよぉ、お兄ちゃん。	Child's Voice\nAnswer me, big brother.
0x3cf20	0x3b1	ウォーリック	・・・・・ああ、いいよ。\n一緒に遊ぼう。\nだから、姿を見せてくれないかい？	{WARRICK}\n{...}..Yeah, all right.\nLet's play together.\nSo won't you show yourselves to us?
0x3cf20	0x4c1		騎士の亡霊\nお前達、どこの国から来たんだ？\n魔神は、中央塔の上にいるって言うぞ。\n早く行こう。	Knight's Ghost\nWhat land are you from?\nThey say the {DEMON GOD} is atop\nthe central tower.\nHurry, let's go.
0x3cf20	0x508		騎士の亡霊\n傭兵部隊か？\n中央の広場で、作戦会議があるはずだ。	Knight's Ghost\nA mercenary unit?\nThere's a war council in the\ncentral plaza.
0x3cf20	0x53e		騎士の亡霊\n魔神は、どこだぁぁぁっ！\n俺の大剣で斬り刻んでやるぜ。	Knight's Ghost\nWhere is the {DEMON GOD}?!\nI'll carve him up with my greatsword.
0x3cf20	0x56f		騎士の亡霊\nお前等、見慣れん格好をしておるな。\n油断をするな。	Knight's Ghost\nYou wear unfamiliar garb.\nStay on your guard.
0x3cf20	0x59b		騎士の亡霊\nカーム様を御守りしろ。\n中央タワーに集結するんだ。	Knight's Ghost\nProtect Lord {CALM}.\nRally at the central tower.
0x3cf20	0x5cb		騎士の亡霊\n近隣のミノタルロス族が、加勢に来たそうだぞ。\nこれで千人力だぁ。	Knight's Ghost\nThe nearby {MINOTAUR} clan has\ncome to aid us.\nNow we're a thousand strong.
0x3cf20	0x605		騎士の亡霊\n魔神の目は、直接見るな。\n魔法に対する抵抗力が無いと、命を吸い取られちまうぞっ。	Knight's Ghost\nNever look the {DEMON GOD} in the\neye. Without resistance to magic,\nyour very life will be drained\naway.
0x3cf20	0x64c		騎士の亡霊\n皆、カーム様に続けぇぇぇぇぇっ！\n魔神の首を取るんだぁ。	Knight's Ghost\nFollow Lord {CALM}, everyone!\nWe'll have the {DEMON GOD}'s head!
0x3cf20	0x679		騎士の亡霊\n国の３盾７はどうした？	Knight's Ghost\nWhere is the kingdom's shield?
0x3cf20	0x692		騎士の亡霊\nお前達、見慣れないな。\nさては、魔神の手の者だな。\n許さんっ！	Knight's Ghost\nI don't know your faces.\nSo... you serve the {DEMON GOD}.\nI will not forgive you!
0x3cf20	0x6cc		騎士の亡霊\nお前達、魔神の仲間だなぁ。\n皆、来てくれぇぇぇぇぇっ！	Knight's Ghost\nYou're the {DEMON GOD}'s lackeys!\nEveryone, come to me!
0x3cf20	0x6ff		騎士の亡霊\nおっ、お前達が魔神なのかぁ！？\nうわぁぁぁぁぁっ。\n皆、来てくれぇぇぇっ。	Knight's Ghost\nY-you're the {DEMON GOD}?!\n{AAAAAAH}!\nEveryone, come to me!
0x3cf20	0x73c		騎士の亡霊\n魔神の手先めっ。\n我が秘剣を受けてみよぉぉぉっ！	Knight's Ghost\nMinion of the {DEMON GOD}!\nTaste my secret blade!
0x3cf20	0x770		騎士の亡霊\nお前達・・・魔神の手先だな。\n騎士の名誉に賭けて、貴様等を倒す。	Knight's Ghost\nYou... serve the {DEMON GOD}.\nOn my honor as a knight,\nI will strike you down.
0x3d47f	0xf	亡霊	いらっしゃいませ。	Welcome.
0x3d47f	0x27		何を、お求めでしょうか？	What are you looking for?
0x3d47f	0x3f	・品物を見せて。	・話をしよう。\n・持物を売ります。\n・お店を出よう。	{・LET'S TALK.}\n{・SELL ITEMS.}\n・Leave The {SHOP}.
0x3d47f	0x72	レイナ	買物は、また後にするわ。	{REINA}\nI'll do my shopping later.
0x3d47f	0x95	レイナ	うぅぅぅぅぅん。\nテミスが足りないわ。	{REINA}\nHmmm...\nI don't have enough Themis.
0x3d47f	0xb8	亡霊	えっ、武器！？\n平和なクーレイアに、武器は必要ないでしょう。\n一応、３鎧７は置いてあるけど、新製品のサンプルみたいな物ですよ。\nまぁ、ゆっくり見て行って下さい。	Weapons? Here?\nPeaceful {KULEIA} has no need for arms.\nWe keep a sword on hand, but it's\njust a sample of a new product.\nGo on, take your time and look.
0x3d47f	0x12e	亡霊	貴方達、聞いた？\n今日、行われる召喚実験の事よぉ。\n神界から、神様を呼ぶって言うけど、何の神様かしらねぇ。\n商売繁盛の神様だったらいいんだけど。	Did you all hear?\nAbout the summoning experiment\nhappening today.\nThey say they'll call a god from\nthe divine realm, but which one?\nI hope it's a god of good business.
0x3d47f	0x1ba		ラーシェル\nこのお店では、６割で引取らせていただいています。	Larshel\nThis shop buys items back\nat sixty percent of their value.
0x3d47f	0x1f8	レイナ	やっぱり、やめます。	{REINA}\nOn second thought, never mind.
0x3d47f	0x20e	亡霊	ありがとうございました。	Thank you kindly.
0x3d47f	0x21e	亡霊	これは、傷薬です。\n１回限りの使い捨てですが、効き目は保証します。\n腕くらいなら、ちぎれ飛んでも３０秒程度で完全に再生しますよ。\nいかがですか？	This is a healing salve.\nSingle use only, but I guarantee\nit works.\nLose an arm and it fully regrows\nin about thirty seconds.\nHow about it?
0x3d47f	0x29a	レイナ	ヒールポーションと同じみたい。\nでも、こっちの方がカッコいいわ。	{REINA}\nSeems just like a heal potion.\nBut this one looks cooler.
0x3d47f	0x2d5	ファーニス	何か、凄い説明だね。\n頭が飛んだら、さすがにアウトだろうなぁ。	{FURNIS}\nQuite a sales pitch.\nThough I bet losing your head\nis still game over.
0x3d47f	0x30f	亡霊	ライフブースターのセットです。\n傷の度合を判断して、自動的に適量を出してくれます。\n重傷なら、１回で使いきる可能性がありますが、普通で５回くらいは使えますよ。	It's a Life Booster set.\nIt reads how bad the wound is and\ndoses you automatically.\nA grave wound might use it all at\nonce, but normally it lasts 5 uses.
0x3d47f	0x399	レイナ	ふぅぅぅぅぅん。\n薬草袋と同じだけど、こっちの方が効き目はありそうね。	{REINA}\nHmmmmm.\nSame as an {HERB POUCH}, but this\nlooks like it works better.
0x3d47f	0x3df	ファーニス	面白そうだねぇ。\n早く、使ってみよぉぉぉよ。	{FURNIS}\nLooks like fun.\nLet's try it out, quick!
0x3d47f	0x40c	亡霊	今、流行のブーツです。\n履き心地も良く、驚異的に軽いのが特徴です。\nその軽さのせいで『履いているのがわからない』なんて苦情が来るくらいなんですよ。	All the rage right now -- boots.\nComfy to wear, and amazingly light.\nSo light, in fact, that folks\ncomplain they can't even tell\nthey've got them on.
0x3d47f	0x48c	レイナ	わぁぁぁっ。\n本当に軽いわぁ、コレ。	{REINA}\nWhoaaa.\nThese really are light!
0x3d47f	0x4bd	ファーニス	エルフ族が作るブーツと、素材が似ている。\nそれに、名前がカッコいいねぇ。	{FURNIS}\nThe material's like the boots the\n{ELF} folk make. And the name's\npretty cool too.
0x3d47f	0x4f7	亡霊	森の精霊　ドリアードの作品です。\n一見、丸まった小枝の様にみえますが、微弱な光りから魔力を吸収して、使用者の健康を維持しようと努めます。\n小さな葉がワンポイントになって、とってもカワイイでしょ。	A work of the {DRYAD}, forest\nspirit. It looks like a curled-up\ntwig, but it draws magic from\nfaint light to keep its wearer\nhealthy. The little leaf's a cute\ntouch, isn't it?
0x3d47f	0x598	レイナ	ドリアードと言えば、フローディーテの森の番人だったわね。\nこんな仕事もするんだ。	{REINA}\nThe {DRYAD} was the warden of\n{FRODITE FOREST}, wasn't it?\nGuess it does work like this too.
0x3d47f	0x5d3	ファーニス	ホント、カワイイねぇ。\nそれに、植物を身に付けていると、気持ちが落ち着くよね。	{FURNIS}\nReally is cute.\nAnd wearing a bit of greenery\nputs the heart at ease.
0x3d47f	0x617	亡霊	これは、新しく開発された魔導技術を、いち早く取り入れた新商品です。\n錬金術と魔術の進歩により、融合不可能とされていた複数の素材の合成に成功しました。\n成果は、着てみればわかります。	This is a new product, first to\nadopt freshly developed magic\ntech. Alchemy and sorcery advanced\nenough to fuse materials once\nthought impossible. Wear it and\nyou'll see the result.
0x3d47f	0x6c2	レイナ	布みたいな軽さだけど、硬度は鉄以上ね。\nホント、素材が何だかわからないわ。	{REINA}\nLight as cloth, yet harder than\niron. I really can't tell what\nit's made of.
0x3d47f	0x709	ファーニス	これなら、私やレイナにも着れるね。私の合うサイズがあればいいなぁ。	{FURNIS}\nEven {REINA} and I could wear this.\nI hope they have it in my size.
0x3da04	0x56	パンツァードラグーン	レイナで\nで	{REINA}{...}\nwith...
0x3da04	0x1c7	レイナ	どうしてっ！？\nこの子達・・・皆、亡霊。	Why?!\nThese children... all ghosts.
