block_off	str_off	speaker	text	english	status
0x5edb9	0x16f	ブージ	ランバートはじきに帰って来る。\nほんのちょっと、狩りが長引いているだけだ。\nブージ\nあいつは強い男だ・・・心配する事はない。	{LAMBERT} will be back soon.\nThe hunt ran long.\p{BOOJ}\nHe's a strong man... don't worry.	
0x5edb9	0x1de		女剣士　シェリー\nおはようウォーリック。\n今から北の森にラット　ジャイアント狩りに行くけど、一緒に行かないか。	{Swordmaiden} Sherry\nMorning, {Warrick}! I'm off\nto the north woods to hunt\nRat Giants. Care to come along?	
0x5edb9	0x228		朝っぱらからどこ行く気だい？\nそれにしても、いきなり冷えこんできたなぁ。\nフロスト様に何かあったのかな？	Where are you off to so early\nin the morning? It sure got cold\nso suddenly, didn't it? Did\nsomething happen to Lord Frost?	
0x5edb9	0x26d		ピート\nこのごろ魔物の活動が活発になってきてるな。\nまぁ、この辺りにゃ神官竜のフロスト様のおかげで、たいした魔物はいねぇえがな。	Pete\n{Monster}s have been getting more\nactive lately. But thanks to Lord\nFrost, the {Priest Dragon},\n{Monster}s don't often trouble us here.	human
0x5edb9	0x2bd		んっ、ウォーリックじゃないか。\nお前の見張り当番は来週だぞ。\nケイ	Oh, {Warrick}, it's you.\nYour watch shift isn't till\nnext week.\pKay	
0x5edb9	0x2e7		そろそろハンターの帰る時期だろ。\nダ　ンの奴、このところ毎日朝早くから門の回りでランバートの帰りを待ってるんだぜ。	It's about time for the {Hunter}\nto return, no? That {Dan} fellow\nwaits by the gate each morning,\nhoping {Lambert} comes back.	
0x5edb9	0x333		ラウニー\nさっき、超でっかいカラスがいっぱい北の方へ飛んで行ったな。\nなぁぁぁんか、嫌な予感がするぜ。	Rowney\nJust now, a murder of enormous\ncrows flew north. I've got a bad\nfeeling about this...	human
0x5edb9	0x37d		だめだよ　ウォーリック。\n氷の洞窟に続く森は魔物が多くなったんで、危険だから誰も通すなって大婆様から言われてるんだよ。	No can do, {Warrick}.\nThe woods to the Ice Cavern\nare thick with {Monster}s now.\n{Granny} says let no one through.	
0x5edb9	0x3c6		どこ行くんだい、ウォーリック？\nあんまフラフラしてるとレイナに言いつけるぞ。	Where to, {Warrick}?\nKeep loafing about and I'll\ntell {Reina} on you.	
0x5edb9	0x3fa		えっ、大婆様の許しがあるって。\nなら通ってもいいぜ。	Oh? {Granny} gave the OK?\nThen go on through.	
0x5edb9	0x421		あっ、ウォーリック。\n大婆様が呼んでたぜ。	Ah, {Warrick}.\n{Granny} was asking for you.	
0x5edb9	0x43f	ダ　ン	ねえ、ウォーリック。\nフロスト様だったら、ランバートお兄ちゃんの事何か知ってるかな。	Hey, {Warrick}.\nI wonder if Lord Frost knows\nanything about {Lambert}.	human
0x5edb9	0x469	ダ　ン	そう言えば今朝早く北の方から、凄い音がしたんだ。\n夢だったのかな。	Speaking of which, there was a\nloud noise coming from the north\nearly this morning.\nI wonder if it was a dream.	
0x5edb9	0x49f		ウォーリック、いいなぁ。\n俺も旅に行きたいぜ。\nハンターとしての腕がにぶっちまう。	Lucky you, {Warrick}.\nI'd love to travel too.\nMy {Hunter}'s edge is going dull.	
0x5edb9	0x4ce		ピート\n気をつけろよ、ウォーリック。\nまぁ、レイナがいるから安心だな。	Pete\nTake care out there, {Warrick}.\nWith {Reina} along, I'm not worried.	
0x5edb9	0x4f7		旅に出るんだってな、ウォーリック。\n気をつけろよ。	Heading out, then, {Warrick}?\nTake care.	
0x5edb9	0x515		ラウニー\n旅に行くなら、お土産は何でもいいよ。	Rowney\nIf you're traveling, any\nsouvenir will do.	
0x5edb9	0x53c		女剣士　シェリー\nあっ、ブージ！！\nなぁぁんだ、帰って来ちゃったのかっ。\n私ゃ、てっきりデーモンに食われたんだと思ってたよ。	{Swordmaiden} Sherry\nOh, {Booj}!!\nSo you came back after all.\nI was sure a {Demon} had eaten you.	
0x5edb9	0x58f	ブージ	デーモンは人間を食わんよ。	{Demon}s don't eat humans.	human
0x5edb9	0x5a5		女剣士　シェリー\nウォーリック、旅に出るんだって？\nいいなぁぁぁっ。	{Swordmaiden} Sherry\nOff on a journey, {Warrick}?\nSo jealous!	
0x5edb9	0x5c9		女剣士　シェリー\nブージの奴、ダ　ンを連れて旅に出ちまったんだよ。\n・・・・・私をおいてさっ・・・。	{Swordmaiden} Sherry\nThat {Booj} fella ran off with {Dan}.\n.....Left me behind...	human
0x5edb9	0x61a	ブージ	この氷の結晶は何だッ！？\n今までこんな現象、見たことないぞ。	What's this ice crystal?!\nNever seen anything like it.	
0x5edb9	0x65b	ウォーリック	なんかヤバイ予感がする。\n早く奥へ行こう。	I've got a bad feeling about this.\nLet's get to the bottom quick.	human
0x5edb9	0x694	レイナ	今日はそろそろ休みましょうか？	Call it a day?	
0x5edb9	0x6b3		・疲れたからもう寝る。\n・まだ眠くない。	・I'm tired. Time to sleep.\n・Not sleepy yet.	
0x5edb9	0x6e9	ウォーリック	おやすみなさぁぁぁい。	Goood night.	
0x5edb9	0x703	ウォーリック	ふとんの中が一番幸せ。	Nothing beats a warm bed.	
0x5f33e	0x2b	大婆様	ダ　ンの兄ランバートが狩りに出たきり行方不明になり、もう１年がたとうとしている。\nあの男が旅先で死ぬとは思えん。	It's been nearly a year since\n{Dan}'s brother {Lambert} went\nhunting and vanished.\nI can't believe he died out there.	
0x5f33e	0x7f	大婆様	んっ、ウォーリック、\n肩でも、もんでくれるのかの？	Oh, {Warrick}.\nCome to rub my shoulders?	
0x5f33e	0xa6	大婆様	ブージ、ウォーリック、無茶はするでないぞ。	{Booj}, {Warrick}, don't do\nanything reckless.	
0x5f33e	0xcf	大婆様	おおっ、ブージか。\n・・・よく帰ったな。\nでっ、旅の方はどうじゃった？	Ah, {Booj}.\n...Welcome home.\nSo, how was the journey?	
0x5f33e	0x115	ブージ	どこの国もたいした変化はありませんが、旅先いたる所で魔物による被害の話が上がってました。\nブージ\n魔物の動きが活発になっている様です。	No great changes in any land,\nbut everywhere I went I heard\nof {Monster} attacks.\p{Booj}\nThe {Monster}s are stirring.	
0x5f33e	0x176	大婆様	・・・うむっ。\nそれは、ワシも感じておる。\n何の力が働いておるのかは見当もつかん。\n大婆様\n村の者にも警戒を怠らぬ様、言っておるが・・・ブージ、ウォーリック、お前達も気をつけるのじゃぞ。	...Mm. I feel it too.\nWhat power is at work here,\nI cannot even guess.\p{Granny}\nI've warned the village to stay\nwary... {Booj}, {Warrick},\nyou take care as well.	
0x5f33e	0x203	ブージ	・・・それで大婆様。\n実は１時間ほど前に北の方角に、デーモンらしき影が、多数飛んで行くのを見かけました。	...And {Granny}.\nAn hour ago I saw a swarm of\n{Demon}-like shapes fly north.	
0x5f33e	0x259	大婆様	北・・・氷の洞窟。\n神官竜のフロスト様の所か！？	North... the Ice Cavern.\nLord Frost, the {Priest Dragon}?!	
0x5f33e	0x28d	ブージ	いえっ、はっきりとは。\nただ、あれがグレーター　デーモンだとしても神官竜を倒せる力はありません。\nブージ\n念のため様子を見に行きたいのですが。	No, nothing certain.\nBut even a Greater {Demon}\ncouldn't fell a {Priest Dragon}.\p{Booj}\nStill, I'd like to go check.	
0x5f33e	0x2ee	大婆様	・・・うむっ、許可しよう。\nだだし無理はするでないぞ。\n大婆様\nカパイ	...Mm, permission granted.\nBut be careful out there.\p{Granny}\nTell the Kapai\n	human
0x5f33e	0x32e		達には、ワシの使いで行くと言うのじゃ。\n通してくれるじゃろう。	you go on my errand.\nThey'll let you pass.	
0x5f33e	0x37b	大婆様	おおっ、ブージ、ウォーリック。\n帰って来たか。\n氷の洞窟の様子はどうじゃった。	Ah, {Booj}, {Warrick}.\nBack already?\nHow fared the Ice Cavern?	
0x5f33e	0x3b7	ブージ	大婆様・・・。	{GRANNY}...	
0x5f33e	0x3d3		ブージは氷の洞窟での出来事を話した。	{Booj} told of what happened\nat the Ice Cavern.	
0x5f33e	0x3fe	大婆様	・・・そうか。\nそれで、それがそのナイフか。\n旧世界の魔導具だろうかのう？	...I see.\nSo that's the knife.\nAn old-world relic, perhaps?	
0x5f33e	0x445	ウォーリック	ランバートの着ていた３鎧７も見なれない物でした。	The armor {Lambert} wore was\nlike nothing I'd seen either.	
0x5f33e	0x469	大婆様	・・・うむ。\nでは、そのパディッシュという者を、探しに行くのか？	...Mm. So you'll go and\nseek out this Paddish?	
0x5f33e	0x4b7	ブージ	俺は村に残る。\nダ　ンを残しては行けない。\nブージ\nダ　ンもじきに、ランバートの事を知る時が来る。\nその時、俺はダ　ンに付いていてやりたいんだ。	I'll stay in the village.\nI can't leave {Dan}.\p{Booj}\nSoon {Dan} must learn the truth\nabout {Lambert}. I want to be\nat his side when he does.	
0x5f33e	0x525	大婆様	それがよかろう。\nダ　ンもお前の事を、実の兄の様に慕っておる。\nダ　ンの事はまかせたぞ、ブージ。	That is well.\n{Dan} looks up to you like a\ntrue brother.\nI leave him to you, {Booj}.	
0x5f33e	0x56c	ブージ	・・・はい。	...Yes.	
0x5f33e	0x5a0		７　⟨14⟩⟨14⟩ブージが仲間から外れた。	{Booj} left the party.	
0x5f33e	0x5bf	大婆様	ウォーリック。\n旅の支度ができたらここに寄るのじゃ。わかったな。	{Warrick}.\nCome by here once you're packed\nand ready. Understand?	
0x5f33e	0x5f3	ウォーリック	はい、大婆様。	Yes, {Granny}.	
0x5f33e	0x608	大婆様	ウォーリック。\n旅の支度はまだできんのか？	{Warrick}.\nNot done packing yet?	
0x5f33e	0x636	大婆様	旅の準備はできた様じゃな。\nお前達にこれを預けよう。	Looks like you're ready.\nLet me entrust this to you.	
0x5f33e	0x66f	レイナ	・・・これは、遠見の水晶。	...This is the Scrying Crystal.	
0x5f33e	0x689	大婆様	レイナ、お前なら使いこなせるじゃろう。\n持って行くがいい。	{Reina}, you can use this.\nTake it with you.	human
0x5f33e	0x6ca		遠見の水晶を手に入れた。	You obtained the Scrying Crystal.	
0x5f33e	0x6eb	大婆様	それとウォーリック。\nこの手紙をジーク王国のベイグ王の所へ持って行くのじゃ。\n力になってくれるじゃろう。	And {Warrick}.\nCarry this letter to King Veig\nof the Zeke Kingdom.\nHe will lend you aid.	
0x5f33e	0x73e		ローラの手紙を手に入れた。	You obtained Lola's letter.	
0x5f33e	0x76a	大婆様	気を付けて行くんじゃぞ。\nわかったな。	Go safely now.\nUnderstand?	
0x5f33e	0x793	大婆様	どうした。\n何か忘れ物か？	What is it?\nForget something?	
0x5f33e	0x7b6	ブージ	すまんな、ウォーリック。	Sorry, {Warrick}.	
0x5f886	0xe		ミール\nいらっしゃいませ。\n今日は何を買いにきたの？	Mir\nWelcome.\nWhat are you buying today?	
0x5f886	0x3a		いかがいたします？	What'll it be?\n	
0x5f886	0x4d	・品物を見せて。	・話をしよう。\n・持物を売ります。\n・お店を出よう。	・Let's talk.\n・Sell items.\n・Leave the shop.	
0x5f886	0x88	ウォーリック	買物は後にするよ。	I'll shop later.	
0x5f886	0xa8	レイナ	買物は後にするわ。	I'll shop later.	
0x5f886	0xcc	ウォーリック	あっ、お金が足りない。	Ah, not enough money.	
0x5f886	0xed	レイナ	持ち合わせがないわ。	I can't afford that.	
0x5f886	0x112		ミール\nこのところ、品物不足なのよね。\nジーク王国からの問屋さんが、この間コボルドに襲われたのよ。\nポーションとかは、ここで造ってるからいいけど・・・この先、不安ね。	Mir\nWe're short on goods lately.\nThe wholesaler from the Zeke\nKingdom got jumped by kobolds.\pAt least we brew potions here,\nbut... I worry about the future.	
0x5f886	0x180		ミール\n旅に出るんでしょ。\n行き先で詰まったら、すぐ道具屋なり魔法屋なりに入るのよ。\nわかった。	Mir\nYou're off traveling, right?\nWhenever you get stuck, just\npop into an item or magic shop.\nGot it?	
0x5f886	0x1de	ウォーリック	まだ、いいや。	Not yet.	
0x5f886	0x1fb	レイナ	やっぱり、いいわ。\nもうちょっと、使ってからにする。	On second thought, no.\nI'll use it a while longer first.	
0x5f886	0x224		ミール\nありがとうございました。	Mir\nThank you very much.	
0x5f886	0x233		ミール\nああっ！\nちょうどいい時に来たわ、レイナ。\n結婚指輪、サイズ直したの届いたわよ。\nミール\n強い魔法が掛かってるから、指輪職人じゃ直せなくて、魔導具職人に頼んだのよ。\nサイズ直しで２年もかかったなんて、前代未聞ね。	Mir\nOh!\nPerfect timing, {Reina}.\nYour wedding ring's back from\nresizing.\pMir\nThe enchantment's so strong no\nring-smith could touch it, so I\nasked a magic-item maker.\pTwo years for a resize...\nunheard of.	
0x5f886	0x2e9		結婚指輪を受け取った。	You received the wedding ring.	
0x5f886	0x300		ミール\n薬草袋は外傷薬が数回分入っているわ。中身は生命力の増強や解毒作用のある薬草を、煎じた物が入っているの。\nちょっとやそっとの怪我なら、たちどころに治るわよ。	Mir\nA herb pouch holds several\ndoses of wound salve, herbs\nbrewed to restore vigor and\ncure poison.\pMinor injuries heal in no time.	
0x5f886	0x387	レイナ	これは多めに買っておきましょ。	Let's stock up on these.	
0x5f886	0x3a7		ミール\nこのポーションは、多くの薬草を煮詰めて造った回復薬よ。\nただ薬草を飲むより数倍の効き目はあるわ。\nただし、一回限りだけどね。	Mir\nThis potion is a cure brewed\ndown from many herbs.\nWorks far better than raw\nherbs, but only once.	
0x5f886	0x412	レイナ	旅先の事を考えて買っておきたいわ。ねぇ・・・ミール、もうちょっと安くならない？	I'd like some for the road.\nSay... Mir, any chance of a\nlittle discount?	
0x5f886	0x45b		ミール\nスリングってね、革紐でできた簡単な石投げ器よ。\n安価だし、手軽に使えるのが利点ね。ただ、鎧とかを着込んだ相手には、たいしたダメージは望めないわ。	Mir\nA sling is a simple leather-thong\nstone-thrower.\nCheap and easy to use, but don't\nexpect much against armored foes.	
0x5f886	0x4da	レイナ	安いし手軽なところがいいわね。	Cheap and handy. I like that.	
0x5f886	0x4fb		ミール\nこれは、普通の矢の三分の一ほどの長さの矢の事よ。\nこれは手で投げて使う武器で、かなり正確に敵を狙えるわ。\n値段も手ごろだと思うわよ。	Mir\nThese are darts, arrows about\na third the usual length.\nYou throw them by hand and aim\ntrue. The price is fair too.	
0x5f886	0x574	レイナ	値段のわりには、威力がありそうね。	Strong for the price, it seems.	
0x5f886	0x5a8	ファーニス	私こういう武器、得意だよ。	I'm good with weapons like these.	
0x5f886	0x5d0	ファーニス	私、今ダート使ってるけど、けっこういいよ。	I use darts now, and they're\npretty good.	
0x5f886	0x5fb		ミール\nこの指輪には回復の魔法が掛かっているの。\n気休め程度だけど、怪我した時即座に回復してくれるわ。\nこの値段だけに寿命も短いけどね。	Mir\nThis ring holds healing magic.\nOnly a little, but it mends\nwounds at once.\nIt's cheap, so it won't last long.	
0x5f886	0x671	レイナ	いくつか買っておきましょう。	Let's buy a few.	
0x5f886	0x68f		ミール\n革でできた、ただの靴よ。\n女性用に造られているから、かわいいデザイ	Mir\nJust plain leather shoes.\nMade for women, so the designs\nare cute,	
0x5f886	0x6c1		の物が多いでしょ。\n旅にはあまり向かないわね。	most of them anyway.\nNot really suited for travel.	
0x5f886	0x6f3	ファーニス	ああっ、カワイイィィィ。	Oh, so cuuute!	
0x5f886	0x70e		ミール\nこれは革でできた、ブーツよ。\n機能性を追究したシンプルなデザイ	Mir\nThese are leather boots.\nA simple, function-first	
0x5f886	0x73d		で、履き心地がとってもいいの。\nまあ、普段生活するにはちょうどいいわね。\n男女兼用だし、よく売れているわよ。	design, very comfortable to wear.\nJust right for everyday life.\nUnisex too, so they sell well.	
0x5f886	0x798	レイナ	値段もちょうどいいかしら。	The price is about right too.	
0x5fdf8	0x1a	ウォーリック	・・・あれっ？\nブージ、いないぞ。\nまだ帰ってないのかな。	...Huh?\n{Booj}'s not here.\nMaybe he's not back yet.	
0x5fdf8	0x55	ウォーリック	ブージ、おかえり。\n旅の方はどうだった！？\nウォーリック\n・・・どうしたんだ、ブージ？\n帰って来たばかりなのに武器なんか持って。	{Booj}, welcome back.\nHow was the trip?!\p{Warrick}\n...What's wrong, {Booj}?\nJust got home and you're already\narmed.	
0x5fdf8	0xc0	ブージ	ウォーリックか。\nちょうどいい所に来てくれた。\n一緒に来てくれ。	{Warrick}.\nYou came at the right time.\nCome with me.	
0x5fdf8	0xf4	ウォーリック	一体どうしたんだよ！？\nそんなに慌てて。	What's gotten into you?!\nIn such a rush.	
