block_off	str_off	speaker	text	english
0x1ec74	0x3daf		ぶぴダチぶぴダヅヌンヌヅヌンヌチ？び？チ？び？びはビヌびはビヌヱヱ	
0x218ca	0x4967		ひじゃ。	
0x218ca	0x5394		庫。ひ惜２ゃゃゃペホゃゃや２誓孫	
0x218ca	0x5dc6		誓析９には帽	
0x27149	0x130		３３ズズ犯⟨14⟩⟨14⟩！！ぽぽ犯ぉぉはは	
0x27149	0x27e		ででイイ？？ザゴゴゴ	
0x27149	0x29e		ででイイ？？ザゴゴゴ	
0x27149	0x2f8		誓でで┬ででイイ！！ブブゴゴ	
0x27149	0x2285		クあォが仲間から外れた。ォクイクォ５クオオげオがクあククククオォ５ククォククォ５クげあクククォクあク	
0x2a217	0x4ad8		ケヌヌ４ネケ３ネパパパケパパパヒぷヂのぷいいいぅままままででめめネヂ３ネヒヒケヒピゥでフハワゆハザをボ２ルムボ２ゐゑヲラワわヰヲででダでワリリワクサザフぺゥでぺブユフモルヮワワフゥやヘヲォム２ルムボ２テ３デ４ワボボテれデゥれテるるサテデデテるよゴンサももゆゃゥでゃ	
0x2f8d9	0x51b0		んんんんむグキケぼんんん、	
0x2f8d9	0x5347		んんん、	
0x2f8d9	0x546f		んんんんんみェやウほんんんんんんんんんんんん、	
0x2f8d9	0x5493		んんんんん、	
0x2f8d9	0x568a		んんんんん、	
0x2f8d9	0x570c		んんんんん、	
0x2f8d9	0x578e		んんんんん、	
0x2f8d9	0x581f		んんんんん。	
0x2f8d9	0x585c		んんんんんんん、翁ク	
0x2f8d9	0x5989		んんんんん、	
0x2f8d9	0x5a0c		んんんんん、	
0x2f8d9	0x5b40		んんんんん、ー	
0x2f8d9	0x5c52		んんんん、	
0x2f8d9	0x5c60		んを、ー	
0x2f8d9	0x5e2b		んんんんんんんんんみェやウほんんん、Η	
0x2f8d9	0x5e43		んんんん！	
0x2f8d9	0x5e5b		んんん、	
0x2f8d9	0x5ea4		んんんんんんんんんんんんんんんんりゅよょらんんん、ー	
0x322b8	0x10a6		は？でジ⟨18⟩\n戚⟨18⟩	
0x322b8	0x1ac0		びびははびびにには４ガ鉾エォ乏	
0x322b8	0x223d		ィ⟨1f⟩？ゑヤヮュゑヤヮ？	
0x322b8	0x2260		と？ははフ？びび？びササ⟨1f⟩ッサはモモヤヮモモヤヮプア	
0x322b8	0x23b1		びびムャ？？ムヲッへヂュ⟨1f⟩みヂンポャゆ	
0x322b8	0x2f94		ヘダボヨヲラふぶヲラふぶッヰンヂッヰンヂレジッヲレジッヲレヱヲヮレヱヲヮぃはレィぃはレィはふッにはふッにヰぶベジヰぶベジヲヲィマヲヲィマビャゑィビャゑィレヲヮンレヲヮ	
0x322b8	0x48e3	剣士	でででウォーリック　ズワナょミよワナぬポナねネネワニヌポマヮんャしァマじハハマしァヮャャじハマしハハャしじミマんァぎえぞたぇくぞたぎくしたぎくぞじ	
0x322b8	0x5321		レイナレイナレイナ・品物を見せて。	
0x322b8	0x5388		ほぜ⟨18⟩。	
0x322b8	0x5790		キつたたつお。	
0x322b8	0x57d0		ガ見張りをオさ。	
0x322b8	0x5b93		９が\nか布。	
0x5b6bd	0x5a	ゼロ船長	ここは、砂の城のちょうど真下にあたる。\n奥の扉から、砂の城に入城出来るはずだ。	This is directly below the\n{SAND CASTLE} .\nThe door at the back should lead\nyou inside.
0x5b6bd	0x9d	ウォーリック	ありがとう、ゼロ船長。	Thank you, {CAPTAIN ZERO}.
0x5b6bd	0xb0	ゼロ船長	旅の成功を祈る。	I wish you luck on your journey.
0x5b6bd	0xf8	ファーニス	この扉、鍵が掛かってるよ。\nマジックロックみたいだけど？	This door's locked.\nLooks like some kind of magic lock?
0x5b6bd	0x135	レイナ	パーシャ様から、ペンダントを預かっていたわよねぇ。\nこれを使うのかしら？	{PASHA} entrusted us with a\npendant, didn't she?\nMaybe we use it here?
0x5b6bd	0x16d	ファーニス	扉にくぼみがあるよ。\nそこにはめるんじゃない？	There's a notch in the door.\nDon't you fit it in there?
0x5b6bd	0x1a1		パーシャのペンダントを扉にはめ込んだ。	Fitted {PASHA}'s pendant into the\ndoor.
0x5b6bd	0x1d3	レイナ	・・・扉の魔力が失せたわ。\n入れるみたい。	...The door's magic is gone.\nLooks like we can enter.
0x5b6bd	0x20f	ライド	・・・なぁ。\nここの城主って、バンパイアだって聞いた事あるぜ。\n本当に大丈夫なのか？	...Hey.\nI've heard the lord of this place\nis a vampire.\nYou sure this is safe?
0x5b6bd	0x265	ウォーリック	バンパイアって、吸血鬼の事か？	A vampire? A bloodsucker, you mean?
0x5b6bd	0x28d	ライド	ああ。\n・・・それも、真祖だって言うぜ。	Yeah.\n...A true-blood one, they say.
0x5b6bd	0x2c4	ウォーリック	真祖？\n何だ、それ。	True-blood?\nWhat's that?
0x5b6bd	0x2ed	レイナ	真祖って言うのは、自らの魔法により吸血鬼化した者の事を言うの。\n高い知識と魔力を持っていなければなれないわ。\nレイナ\nもし敵に回したら、私達なんか１発でアウトよ。	A true ancestor?\nWhat's that?
0x5b6bd	0x379	ウォーリック	そんなにヤバイ相手なのか。\nなんか、帰りたくなってきたな。	Sounds like a nasty foe.\nKind of makes me want to go home.
0x5b6bd	0x3ab	レイナ	大丈夫よ。\n私達、戦いに来たんじゃないんだし。さぁ、行きましょう。	Relax. We're not here to fight.\nCome on, let's go.
0x5b6bd	0x441	ファーニス	ああっ！\n見て、見てぇ。\n天井に、いっぱい書いてあるよ。	Ahh! Look, look!\nThere's writing all over the ceiling.
0x5b6bd	0x47c	レイナ	・・・私には、何にも見えないわよ、ファーニス。\n上に、何かあるの？	...I don't see anything, {FURNIS}.\nIs there something up there?
0x5b6bd	0x4b1	ファーニス	うんっ。\n天井一面に、絵が書いてあるじゃん。	Yeah! There's a picture\ncovering the whole ceiling.
0x5b6bd	0x4de	レイナ	・・・魔より生まれり光の子等よ。\n我が杖に宿りて闇を照らせ。\nラ　イ　ト。	...Children of light, born of magic.\nDwell in my rod and pierce the dark.\nL I G H T.
0x5b6bd	0x539	レイナ	早く行きましょう。\nカル伯爵が、待ってるわ。	Let's hurry.\n{COUNT CAL} is waiting.
0x5b6bd	0x569	レイナ	どこ行くの、ウォーリック？\nそっちは出口だって、ナッツさんが言ってたわよ。	Where are you going, {WARRICK}?\n{NUTTS} said that way's the exit.
0x5b6bd	0x5a7	ファーニス	でもさぁ。\nナッツちゃんが、女の子なんてビックリだね。	Still, who'd have guessed\n{NUTTS} was a girl?
0x5b6bd	0x5da	ライド	あの毛むくじゃらが、こんな可愛いく変身するなんてなぁ。\n街で見たら、思わずナンパしちゃいそうだぜ。	That furball turning into\nsuch a cutie. If I saw her in town,\nI'd hit on her for sure.
0x5b6bd	0x631	ナッツ	ありがとう。\nライドさんって、口がうまいのね。	Thank you. You've got a\nsmooth tongue, {RIDE}.
0x5b6bd	0x65b	レイナ	そうそう。\nカル伯爵が言っていた『使い』って、何？	Oh, right.\nWhat was that errand {COUNT CAL}\nmentioned?
0x5b6bd	0x686	ナッツ	・・・たいした用件ではありません。私、よく伯爵様の使いで城とかに行って、世界の状況や国政なんかについて聞いて来るんです。	...It's nothing important.\nI often run errands for the count,\nvisiting castles and such to gather\nnews of the world and affairs of\nstate.
0x5b6bd	0x6ef	ライド	執事ってのも、大変なんだなぁ。	Being a butler's hard work, huh.
0x5b6bd	0x70c	ナッツ	そんな事ないですよ。\n使いのついでに、街によって買物したりするのが好きなんです。\n買物って、ワクワクしますよねぇ。	Not at all.\nWhile I'm out, I love stopping by\ntowns to do some shopping.\nShopping is so exciting, isn't it?
0x5bc34	0x1a	ファーニス	んんっ！？\n奥の方から、誰か来るよ。	Hnn?!\nSomeone's coming from deeper in.
0x5bc34	0x66	ファーニス	げげっ！\nワータイガーだよ、ウォーリック。	Eek! It's a weretiger,\n{WARRICK}.
0x5bc34	0x8f		ワータイガー\nお待ちしておりました。\n私は、執事のナッツと申します。\n皆様方が来られる事は、パーシャ様から聞いておりました。	Weretiger\nI have been expecting you.\nI am the butler, {NUTTS}.\nLady {PASHA} told me of\nyour coming.
0x5bc34	0xe4	ファーニス	スーツ着てる。\nなんか、礼儀正しいワータイガーだね。・・・でも、ちょっと恐いよ。	He's wearing a suit. A rather\npolite weretiger, isn't he?\n...Still, kind of scary.
0x5bc34	0x139	ナッツ	城中には護衛の魔物が放してありますので、気を付けて下さい。\nさぁ、伯爵様がお待ちです。\n案内いたしますので、こちらにどうぞ。	Guardian monsters roam the\ncastle, so do take care.\nNow, the count awaits.\nI shall guide you. This way,\nplease.
0x5bc34	0x1bb	ファーニス	ワータイガーが執事とは・・・。\nやっぱり伯爵って吸血鬼だね。\n行くの、ウォーリック？	A weretiger for a butler...\nThe count must be a vampire\nfor sure. Are we going,\n{WARRICK}?
0x5bc34	0x211	ウォーリック	・・・行くしかないだろう。\n大丈夫だよ、ファーニス。\n何とかなるって。	...We've no choice but to go.\nIt'll be fine, {FURNIS}.\nWe'll manage somehow.
0x5bc34	0x254	ナッツ	左の回廊は、外に通じております。\n間違えぬ様、お願いします。	The left corridor leads\noutside. Take care not to\nstray that way.
0x5bc34	0x294		ウォーリックはい。	{WARRICK}Yes.
0x5bc34	0x2cb	ナッツ	警備の魔物達は、適当にあしらって下さい。さあ、こちらです。	Deal with the guard monsters\nas you see fit. Now, this way.
0x5bc34	0x31f	ライド	『あしらって』って、言われてもなぁ。	Easy for him to say,\n'deal with them'{...}
0x5bc34	0x34d	ナッツ	伯爵様は、貴方達の訪問を楽しみにしておられます。	The count looks forward\nto your visit.
0x5bc34	0x3a8	ファーニス	あのワータイガーさん、強いのかな？	That Were-Tiger... is he strong?
0x5bc34	0x3cf	ライド	・・・ああ。\nあのゴッツイ体から見て、かなりの腕前だろう。	...Yeah. With a build like that,\nhe's bound to be quite skilled.
0x5bc34	0x40e	ナッツ	・・・何ですか、ファーニスさん。\n私の顔に何か付いてますか？	...What is it, {FURNIS}?\nIs there something on my face?
0x5bc34	0x446	ファーニス	ワータイガーって、攻撃的な魔物だと思っていたけど、全然違うんだね。	I thought Were-Tigers were\nvicious monsters, but you're\nnothing like that at all.
0x5bc34	0x47f	ナッツ	私を他のワータイガーと一緒にしないでいただきたい。\n私はワータイガーの中でも、最上級種にあたります。\nナッツ\n・・・さぁ、先を急ぎます。	Do not lump me in with other\nWere-Tigers, if you please.\nAmong our kind, I am of the\nhighest rank.\p{NUTTS}\n...Now then, let us press on.
0x5bc34	0x51e	ナッツ	伯爵様のお部屋は、この先です。\nさぁ、どうぞ。	The Count's chamber lies ahead.\nThis way, please.
0x5bc34	0x550	ウォーリック	待ってくれ、ナッツさん。\nカル伯爵って、どんな人なんだ？	Wait, {NUTTS}.\nWhat sort of man is {COUNT CAL}?
0x5bc34	0x57a	ナッツ	伯爵様は・・・立派な方です。	The Count is... a splendid man.
0x5c02d	0x42	カル伯爵	・・・待っていたぞ。\n来る事は、パーシャから聞いていた。	...I have been expecting you.\n{PASHA} told me you would come.
0x5c02d	0x7b	レイナ	パーシャ様とは、お知合いなのですか？	You are acquainted with Lady {PASHA}?
0x5c02d	0x99	カル伯爵	パーシャは週に１〜２回、城に魔法の勉強をしに来る、いわば私の生徒だ。今では城の書斎の魔導書を見て、自分で研究している。\nカル伯爵\n先日、パーシャがお前達の事を知らせに来た。\nさぁ、聞きたい事があるのであろう。	{PASHA} comes once or twice a week to\nstudy magic here. My pupil, in a way.\nNow she studies on her own from the\ngrimoires in the castle library.\p{COUNT CAL}\nThe other day she came to tell me\nabout all of you.\nNow then, you must have questions.
0x5c02d	0x14b	レイナ	何を聞こうかしら。	What shall I ask...
0x5c02d	0x164		・黄金のナイフの事。\n・パディッシュの事。\n・守護騎士の事。	-About the {GOLDEN KNIFE}.\n-About {PADDISH}.\n-About the guardian knights.
0x5c02d	0x193	レイナ	このナイフを御存知でしょうか？	Do you know of this knife?
0x5c02d	0x1b8	カル伯爵	・・・知っている。\nこれは、神器だ。	...I do.\nIt is a divine relic.
0x5c02d	0x1fd	カル伯爵	このナイフは生命活動をしている。\n・・・つまり、生きて思考していると言う事だ。	This knife is a living thing.\n...That is to say, it lives and\nthinks.
0x5c02d	0x24a	レイナ	・・・生きている！？	...It is alive!?
0x5c02d	0x267	カル伯爵	偉大な者の生命が封じられている。\n・・・それ以上は、説明出来んなぁ。	The life of a great one is sealed\nwithin it.\n...More than that, I cannot say.
0x5c02d	0x2c9	ウォーリック	パディッシュと言う名の者を御存知でしょうか？	Do you know one called {PADDISH}?
0x5c02d	0x2f5	カル伯爵	パディッシュ様は、神官竜だ。	Lord {PADDISH} is a {PRIEST DRAGON}.
0x5c02d	0x30e	ウォーリック	神官竜！？\nパディッシュって、神官竜の事だったのか。	A {PRIEST DRAGON}?!\nSo {PADDISH} was a {PRIEST DRAGON}{...}
0x5c02d	0x338	カル伯爵	パディッシュ様、と呼んだ方がいいな。神官竜は偉大な存在だ。\n我等の世界を守っている。	Better to call him Lord {PADDISH}.\nThe Priest Dragons are great beings.\nThey watch over our world.
0x5c02d	0x37c	ウォーリック	・・・守っている？	...Watch over it?
0x5c02d	0x39a	カル伯爵	・・・うむ。\n神官竜について、少し話さなければならないな。	...Indeed.\nI should tell you a little about\nthe Priest Dragons.
0x5c02d	0x3e0	カル伯爵	私の知るのは、これまでだ。	That is the limit of what I know.
0x5c02d	0x405	カル伯爵	神官竜達のおかげで、北の精霊達は既に統制を取り戻した。\nそんな地が、次々を出るであろう矢先にこの事件とは・・・。	Thanks to the Priest Dragons, the\nnorthern {SPIRITS} have regained order.\nJust as such lands began to emerge,\nnow this happens...
0x5c02d	0x476	ファーニス	守護騎士って何なの？\nみんな、変な３鎧７を着てるし、全然わかんないよ。	What are the Guardians anyway?\nThey all wear weird armor, and\nI don't get any of it.
0x5c02d	0x4b1	カル伯爵	・・・その前に、パディッシュ様について話さなければならないな。	...Before that, I must speak\nto you of Lord {PADDISH}.
0x5c02d	0x4e8	カル伯爵	全てを知りたければ、神官竜に直接、聞いた方がいい。\nこの城から一番近い位置におられる神官竜は、フォーゲル様だ。\nカル伯爵\nフォーゲル様は、ライランド城の地下宮殿におられる。	If you wish to know all, best to\nask a {PRIEST DRAGON} yourself.\nThe nearest one to this castle\nis Lord {VOGEL}.\p{COUNT CAL}\nLord {VOGEL} dwells in the\n{UNDERGROUND PALACE} of {RYLAND} castle.
0x5c02d	0x55d	ファーニス	ライランドの地下？\n何で、そんな所にいるの。	Beneath {RYLAND}?\nWhy would he be in a place\nlike that?
0x5c02d	0x583	カル伯爵	元々、ライランドはフォーゲルを祭った民により出来た国。\nしかし、今、その事を覚えている者は、王族や近衛など一部の者しかいない。	{RYLAND} was founded by people who\nworshipped {VOGEL} of old.\nBut now only a few remember this,\nthe royals and the guard.
0x5c02d	0x5e8	ウォーリック	ありがとうございます、伯爵。\nパディッシュ様の事がわかっただけでも、大収穫です。\nすぐにでもライランドに向かいます。	Thank you, Count.\nLearning of Lord {PADDISH} alone\nis a great gain.\nWe will head for {RYLAND} at once.
0x5c02d	0x630	カル伯爵	・・・待ちなさい。\nこの先、魔物との戦いが激しくなりそうだ。\nお前達に護衛を付けよう。	...Wait.\nThe fighting with monsters ahead\nwill only grow fiercer.\nLet me send a guard with you.
0x5c02d	0x67c	ウォーリック	護衛？\n俺達には・・・。	A guard?\nBut we don't...
0x5c02d	0x6a2	カル伯爵	ちょっと、使いがあるのでな。\n・・・・・ナッツ、急いで旅の支度をして来なさい。\nもちろん、その姿ではいかんぞ。	There's an errand I need run.\n.{...}.{NUTTS}, go and ready\nyourself for travel, quickly.\nAnd not in that form, of course.
0x5c02d	0x703	ナッツ	はい、伯爵様。	Yes, my lord.
0x5c569	0x13	ナッツ	用意が出来ました、伯爵様。\nこんな衣装で、よろしいでしょうか？	Your garments are ready, Count.\nIs this attire to your liking?
0x5c569	0x53	カル伯爵	・・・まぁ・・・いいだろう。\nでは頼んだぞ、ナッツ。	...Well... it will do.\nI leave the rest to you, {NUTTS}.
0x5c569	0x8a	ナッツ	はい、伯爵様。	Yes, my lord.
0x5c569	0xd0	ナッツ	よろしくね、皆さん。\nこれからはナッツと呼んで下さい。	Good to meet you all.\nFrom now on, just call me {NUTTS}.
0x5c569	0x10e		ナッツが仲間に加わった。	{NUTTS} Joined The Party.
0x5c569	0x12a	カル伯爵	みんな、頑張るんだぞ。	Do your best, all of you.
0x5c569	0x15c	カル伯爵	フォーゲル様に会えば、きっと全てがわかるであろう。\n気を付けて行きなさい。	Meet with {VOGEL} and all will\nbecome clear. Take care on\nyour journey.
0x5c569	0x197	カル伯爵	旅は、どうなっている。\nうまくいっているのか？	How goes the journey?\nIs all going well?
0x5c569	0x1c5	カル伯爵	・・・いましがた、ブラフォードが来ていたぞ。\nお前達が来たかどうか聞くと、また、どこかに行ってしまった。	{...}{BLAFORD} was here just now.\nHe asked whether you had come,\nthen went off somewhere again.
0x5c569	0x216	ファーニス	お兄ちゃん、何か言ってました？	Did my brother say anything?
0x5c569	0x22e	カル伯爵	いいや。\n聞くだけ聞いて、あっと言う間に行ってしまった。	No. He only asked his questions,\nthen was gone in a flash.
0x5c569	0x267	カル伯爵	マージスとは、お互い人間だった頃からの付き合いだ。\nあれでなかなか、お茶目な奴だっだろう。	{MARGIS} and I go back to our days\nas men. Quite the playful sort,\nwasn't he?
0x5c569	0x2ae	カル伯爵	ドワーフ族は、マージスの事を誤解している様だ。\n・・・まぁ、あの風貌では仕方がないがな。	The Dwarves seem to misjudge {MARGIS}.\n...Well, with a face like that,\nit can't be helped.
0x5c569	0x301	カル伯爵	セスか。\n久しぶりだな。\nその後、何か情報はつかめたのか？	{SETH}, is it.\nIt's been a while.\nHave you turned up any leads since?
0x5c569	0x33d	セス	いいえ。\n・・・まだ、何も。	No... nothing yet.
0x5c569	0x361	カル伯爵	焦ってはいけない。\n慎重に行動し、ブラフォードの連絡を待つのだ。	Don't be hasty.\nMove with care, and wait for word\nfrom {BLAFORD}.
0x5c569	0x39a	カル伯爵	旅の話は、ナッツから聞いたぞ。\n皆、頑張っている様だな。	{NUTTS} told me of your journey.\nYou've all been working hard, it\nseems.
0x5c569	0x3d5	ファーニス	ナッツちゃん、久しぶりぃ。\n元気だった？	{NUTTS}, it's been so long!\nHave you been well?
0x5c569	0x403	ナッツ	ええ、もちろん。\nあれから、私・・・出来るだけ人間の姿でいる様にしているのよ。	Yes, of course.\nSince then, I've tried to stay in\nhuman form as much as I can.
0x5c569	0x451	ライド	うんうん。\nその姿が、１番いい。	Yep, yep.\nThat form suits you best.
0x5c569	0x47b	ナッツ	久しぶり、ウォーリック。\n・・・みんな、元気だった？	Long time, {WARRICK}.\n...Has everyone been well?
0x5c569	0x4b5	ウォーリック	ああ。\n皆、死なずに元気でいるよ。\nナッツも、何か忙しそうだなぁ。	Yeah.\nWe're all alive and kicking.\nYou seem pretty busy yourself, {NUTTS}.
0x5c569	0x4ec	ナッツ	ええ。\n居ない間に、けっこう仕事が溜っちゃってね。\n・・・でも、何とかやってるわ。	Yes.\nWork piled up while I was away.\n...But I'm managing somehow.
0x5c569	0x536	ウォーリック	頑張れよ、ナッツ。	Hang in there, {NUTTS}.
0x5c569	0x572	ライド	おおっ！？\nそこにいるのは、マージスの親父さんじゃないか。	Ride\nWhoa!?\nIsn't that {MARGIS}, the old man,\nover there?
0x5c569	0x5a7	マージス	・・・お前達か。\n以外と早かったな。\nマージス\nカル。\n話の続きは、また後にしよう。\n私は、下がっていた方が良さそうだからな。	...It's you lot.\nFaster than I expected.\n\p{MARGIS}\n{COUNT CAL}.\nLet's finish our talk later.\nI'd best step aside for now.
0x5c569	0x645	マージス	・・・おい。\n威勢のいいの。\nその大剣に恥じぬ様、頑張るんだぞ。	...Hey there, hothead.\nLive up to that great sword\nof yours, you hear?
0x5c569	0x690	ライド	ああ。\nわかってらい。	Ride\nYeah.\nI hear you.
0x5c569	0x6d5	カル伯爵	よく来たな、ウォーリックよ。\nお前が金竜の守護騎士なったと聞いて、心待ちにしていたぞ。	Welcome, {WARRICK}.\nWhen I heard you'd become the\nGold Dragon's guardian knight,\nI awaited you eagerly.
0x5c569	0x717	ウォーリック	カル伯爵。\nブラフォードが、クーレイアに向かったと聞きました。\nどうなっているのでしょう？	{COUNT CAL}.\nI heard {BLAFORD} set out\nfor {KULEIA}.\nWhat's going on?
0x5ca5b	0x18	レイナ	どうしたのです、パーシャ様？	What is it, Lady Pasha?
0x5ca5b	0x39	パーシャ	・・・ちょっと、気になる事があったの。\n強い霊体が、この近くを通過したのを感じたのよ。	...Something has been troubling me.\nA powerful {SPIRIT} passed close by.\nI felt it just now.
0x5ca5b	0x83	レイナ	霊体？\nレイスか何かですか。	A {SPIRIT}?\nA wraith, perhaps?
0x5ca5b	0xad	パーシャ	レイスなんかより、もっと強力なモノだったわ。\n今はまったく感じないけど、確かにこの街か城内に侵入したはずよ。	Far stronger than any wraith.\nIt's gone now, but I'm certain it\nslipped into this town or the castle.
0x5ca5b	0x102	レイナ	・・・城内に？\n危険ですね。	...Into the castle?\nThat's dangerous.
0x5ca5b	0x12c	パーシャ	今は完全に気配を消しているから、発見は不可能ね。\nこの事は伏せておいて。\nさぁ、宴に行きましょう。	It has hidden itself completely.\nWe cannot find it now.\nKeep this between us.\nCome, let's join the banquet.
0x5ca5b	0x1c9	レイナ	・・・うぅぅぅぅぅぅん。	...Mmmmmmm.
0x5ca5b	0x1ee	ウォーリック	どうした、レイナ。\n何かいたか？	What is it, {REINA}?\nWas something there?
0x5ca5b	0x20f	レイナ	・・・ううん。\n魔法探知で、街中と城に感覚を張り巡らしたけど、何にも感じなかったわ。	...No.\nI cast detection over the whole town\nand castle, but I sensed nothing.
0x5ca5b	0x265	ファーニス	風の精霊も、何も知らないってさ。	The wind {SPIRIT} knows nothing either.
0x5ca5b	0x28c	ライド	宴会まで、まだ時間がありそうだ。\n部屋に戻って、一休みしようぜ。	There's still time before the feast.\nLet's head back and rest a while.
0x5ca5b	0x2cc	ウォーリック	ああ、ちょっと城内を調べてからな。	Yeah, after I check the castle.
0x5ca5b	0x2f6		水の剣\n武器の事なら、\n⟨14⟩⟨14⟩このラーシェルにおまかせ。	Water Sword\nFor weapons,\nleave it to Larshell.
0x5ca5b	0x33e		魔導品店\n⟨14⟩⟨14⟩ウォーターシャドウ\nミスリル製魔導具、武器、防具、各種取り揃えております。	{MAGIC SHOP}\nWater Shadow\nMythril magic tools, weapons, and\narmor of all kinds in stock.
0x5ca5b	0x3c6		猿人殺法\n⟨14⟩⟨14⟩究極を極めた料理の数々。\n宿泊施設完備。	Ape-Slayer Style\nThe finest dishes, perfected.\nLodging available too.
0x5ca5b	0x3f9		騎兵　カスター\nお久しぶりです、ウォーリック殿！\nセルーシュ戦を参加した者なら、貴方達の事は知ってますよ。	Cavalryman Custer\nIt's been a while, {WARRICK}!\nAnyone in the {SERUSH} campaign\nknows of you all.
0x5ca5b	0x43b		騎兵　カスター\nまた、旅に出るんですね。\n頑張ってください。	Cavalryman Custer\nSetting out on a journey again.\nGood luck to you.
